COMPOSITION,A_SITE_1,A_SITE_2,A_SITE_3,B_SITE_1,B_SITE_2,B_SITE_3,X_SITE,NUM_ELEMS,ENERGY_ABOVE_HULL,FORMATION_ENERGY
Pr6Nb2Zn2Fe6O24,Pr,Zn,,Fe,Nb,,O,5,147.4918845,-1.90556063571
Pr6Nb2Zn2Ni6O24,Pr,Zn,,Ni,Nb,,O,5,170.112525858,-1.56328632971
Pr6Nd2Co8O24,Pr,Nd,,Co,,,O,4,25.0244873427,-1.77514482096
Pr6Nd2Cr8O24,Pr,Nd,,Cr,,,O,4,0,-2.30492563196
Pr6Nd2Fe8O24,Pr,Nd,,Fe,,,O,4,44.848887375,-2.04579510396
Pr6Nd2Ga8O24,Pr,Nd,,Ga,,,O,4,64.5192862917,-2.22812378896
Pr6Nd2Mn8O24,Pr,Nd,,Mn,,,O,4,39.542985442,-2.13938415423
Pr6Nd2Ni8O24,Pr,Nd,,Ni,,,O,4,122.980240153,-1.47696869596
Pr6Nd2Sc8O24,Pr,Nd,,Sc,,,O,4,24.413617625,-3.09149152596
Pr6Nd2Ti8O24,Pr,Nd,,Ti,,,O,4,44.0103778437,-2.74936173329
Pr6Nd2V8O24,Pr,Nd,,V,,,O,4,3.69821609375,-2.37386985596
Pr6Sm2Co8O24,Pr,Sm,,Co,,,O,4,47.801375999,-1.76237418071
Pr6Sm2Cr8O24,Pr,Sm,,Cr,,,O,4,0,-2.30981874171
Pr6Sm2Fe8O24,Pr,Sm,,Fe,,,O,4,47.141973375,-2.05031871371
Pr6Sm2Ga8O24,Pr,Sm,,Ga,,,O,4,69.4770316667,-2.23263589871
Pr6Sm2Mn8O24,Pr,Sm,,Mn,,,O,4,41.664526817,-2.14415426398
Pr6Sm2Ni8O24,Pr,Sm,,Ni,,,O,4,128.386128809,-1.48156905571
Pr6Sm2Sc8O24,Pr,Sm,,Sc,,,O,4,26.749646375,-3.09535813571
Pr6Sm2Ti8O24,Pr,Sm,,Ti,,,O,4,52.9102782812,-2.74822584304
Pr6Sm2V8O24,Pr,Sm,,V,,,O,4,0,-2.37350671571
Pr6Ta2Mn6Zn2O24,Pr,Zn,,Mn,Ta,,O,5,88.069685269,-2.08636658241
Pr6Ta2Zn2Co6O24,Pr,Zn,,Co,Ta,,O,5,121.012896,-1.82255076996
Pr6Ta2Zn2Fe6O24,Pr,Zn,,Fe,Ta,,O,5,177.346326375,-1.91986223221
Pr6Ta2Zn2Ni6O24,Pr,Zn,,Ni,Ta,,O,5,171.809960608,-1.62158842621
Pr6Ti2Mn6Zn2O24,Pr,Zn,,Mn,Ti,,O,5,89.1149867065,-2.06846565425
Pr6Ti2Zn2Co6O24,Pr,Zn,,Co,Ti,,O,5,102.665207858,-1.79134534179
Pr6Ti2Zn2Fe6O24,Pr,Zn,,Fe,Ti,,O,5,85.3211605625,-2.01241630404
Pr6Ti2Zn2Ni6O24,Pr,Zn,,Ni,Ti,,O,5,181.776187974,-1.55472149804
Pr6Zn2Co8O24,Pr,Zn,,Co,,,O,4,111.989368657,-1.43337898871
Pr6Zn2Fe8O24,Pr,Zn,,Fe,,,O,4,117.557011554,-1.70445002171
Pr6Zn2Ni8O24,Pr,Zn,,Ni,,,O,4,233.37177602,-1.10429586371
Pr6Zr2Mn6Zn2O24,Pr,Zn,,Mn,Zr,,O,5,89.464121769,-2.09989034791
Pr6Zr2Zn2Co6O24,Pr,Zn,,Co,Zr,,O,5,123.826342921,-1.80195803546
Pr6Zr2Zn2Fe6O24,Pr,Zn,,Fe,Zr,,O,5,130.710795625,-1.99880049771
Pr6Zr2Zn2Ni6O24,Pr,Zn,,Ni,Zr,,O,5,188.725323037,-1.57954619171
Pr7Mn8Zn1O24,Pr,Zn,,Mn,,,O,4,67.3902193795,-1.97850996198
Pr7Zn1Co8O24,Pr,Zn,,Co,,,O,4,71.5466155309,-1.59834387871
Pr7Zn1Fe8O24,Pr,Zn,,Fe,,,O,4,77.590214277,-1.87670866171
Pr7Zn1Ni8O24,Pr,Zn,,Ni,,,O,4,178.590945618,-1.28733900371
Pr8Co1Ni7O24,Pr,,,Co,Ni,,O,4,102.151271114,-1.51706853433
Pr8Co2Ni6O24,Pr,,,Co,Ni,,O,4,81.5909270131,-1.56265642496
Pr8Co4Ni4O24,Pr,,,Co,Ni,,O,4,95.3324888105,-1.59896995621
Pr8Co6Ni2O24,Pr,,,Co,Ni,,O,4,28.0575506079,-1.71629998746
Pr8Co7Ni1O24,Pr,,,Co,Ni,,O,4,32.9759565065,-1.73640912808
Pr8Co8O24,Pr,,,Co,,,O,3,22.4196124052,-1.77199301871
Pr8Cr1Co7O24,Pr,,,Cr,Co,,O,4,22.3740347177,-1.83426865133
Pr8Cr1Fe7O24,Pr,,,Cr,Fe,,O,4,30.80780525,-2.07792639896
Pr8Cr1Ga7O24,Pr,,,Cr,Ga,,O,4,44.2032278125,-2.23469584208
Pr8Cr1Ni7O24,Pr,,,Cr,Ni,,O,4,94.6538849388,-1.58323166696
Pr8Cr2Co6O24,Pr,,,Cr,Co,,O,4,29.1802070302,-1.88969253396
Pr8Cr2Fe6O24,Pr,,,Cr,Fe,,O,4,17.0719435,-2.11380574621
Pr8Cr2Ga6O24,Pr,,,Cr,Ga,,O,4,38.123014625,-2.24486219746
Pr8Cr2Ni6O24,Pr,,,Cr,Ni,,O,4,83.0269046618,-1.67855194021
Pr8Cr4Co4O24,Pr,,,Cr,Co,,O,4,13.1808016552,-2.03015204921
Pr8Cr4Fe4O24,Pr,,,Cr,Fe,,O,4,0,-2.18563919071
Pr8Cr4Ga4O24,Pr,,,Cr,Ga,,O,4,26.27533825,-2.26488215821
Pr8Cr4Ni4O24,Pr,,,Cr,Ni,,O,4,18.4401941079,-1.91052523671
Pr8Cr6Co2O24,Pr,,,Cr,Co,,O,4,0,-2.16423531446
Pr8Cr6Fe2O24,Pr,,,Cr,Fe,,O,4,0,-2.24338538521
Pr8Cr6Ni2O24,Pr,,,Cr,Ni,,O,4,0,-2.10710028321
Pr8Cr7Co1O24,Pr,,,Cr,Co,,O,4,0,-2.23232694708
Pr8Cr7Fe1O24,Pr,,,Cr,Fe,,O,4,0,-2.27233848246
Pr8Cr7Ni1O24,Pr,,,Cr,Ni,,O,4,0,-2.20205680646
Pr8Cr8O24,Pr,,,Cr,,,O,3,0,-2.30090657971
Pr8Fe1Co7O24,Pr,,,Fe,Co,,O,4,42.2355879796,-1.78869930408
Pr8Fe1Ni7O24,Pr,,,Fe,Ni,,O,4,106.701246689,-1.54904081971
Pr8Fe2Co6O24,Pr,,,Fe,Co,,O,4,36.1695635539,-1.83128758946
Pr8Fe2Ni6O24,Pr,,,Fe,Ni,,O,4,93.8711281618,-1.62342074571
Pr8Fe4Co4O24,Pr,,,Fe,Co,,O,4,40.8070147026,-1.89969466021
Pr8Fe4Ni4O24,Pr,,,Fe,Ni,,O,4,69.8113911079,-1.77058009771
Pr8Fe6Co2O24,Pr,,,Fe,Co,,O,4,47.9204658513,-1.96562573096
Pr8Fe6Ni2O24,Pr,,,Fe,Ni,,O,4,54.0734040539,-1.90941769971
Pr8Fe7Co1O24,Pr,,,Fe,Co,,O,4,45.5261914257,-2.00454226633
Pr8Fe7Ni1O24,Pr,,,Fe,Ni,,O,4,47.545535527,-1.97749537571
Pr8Fe8O24,Pr,,,Fe,,,O,3,44.549417,-2.04204130171
Pr8Ga4Co4O24,Pr,,,Ga,Co,,O,4,66.6463829526,-1.98984812771
Pr8Ga4Fe4O24,Pr,,,Ga,Fe,,O,4,37.473804,-2.14322801921
Pr8Ga4Ni4O24,Pr,,,Ga,Ni,,O,4,129.976759358,-1.82640756521
Pr8Ga6Co2O24,Pr,,,Ga,Co,,O,4,60.6316355776,-2.10670818221
Pr8Ga6Fe2O24,Pr,,,Ga,Fe,,O,4,43.1541225,-2.18460325296
Pr8Ga6Ni2O24,Pr,,,Ga,Ni,,O,4,97.0888905539,-2.02570115096
Pr8Ga7Co1O24,Pr,,,Ga,Co,,O,4,56.5407125895,-2.16537870946
Pr8Ga7Fe1O24,Pr,,,Ga,Fe,,O,4,46.33040675,-2.20495474483
Pr8Ga7Ni1O24,Pr,,,Ga,Ni,,O,4,76.8321234645,-2.12556506883
Pr8Ga8O24,Pr,,,Ga,,,O,3,50.298441,-2.22451448671
Pr8Mg1Co7O24,Pr,,,Mg,Co,,O,4,0,-2.20233015696
Pr8Mg1Cr7O24,Pr,,,Mg,Cr,,O,4,0,-2.71026283533
Pr8Mg1Fe7O24,Pr,,,Mg,Fe,,O,4,0,-2.48828915458
Pr8Mg1Ga7O24,Pr,,,Mg,Ga,,O,4,82.6646597145,-2.22734109771
Pr8Mg1Mn7O24,Pr,,,Mg,Mn,,O,4,0,-2.53347222982
Pr8Mg1Ni7O24,Pr,,,Mg,Ni,,O,4,0,-2.15839642258
Pr8Mg1Sc7O24,Pr,,,Mg,Sc,,O,4,51.7559553395,-2.97712664883
Pr8Mg1Ti7O24,Pr,,,Mg,Ti,,O,4,17.7187702813,-2.77292926775
Pr8Mg1V7O24,Pr,,,Mg,V,,O,4,0,-2.78253196883
Pr8Mg2Co6O24,Pr,,,Mg,Co,,O,4,0,-2.24430854521
Pr8Mg2Cr6O24,Pr,,,Mg,Cr,,O,4,0,-2.69239009096
Pr8Mg2Fe6O24,Pr,,,Mg,Fe,,O,4,0,-2.48717300746
Pr8Mg2Ga6O24,Pr,,,Mg,Ga,,O,4,110.052006054,-2.22716495871
Pr8Mg2Mn6O24,Pr,,,Mg,Mn,,O,4,0,-2.54854885766
Pr8Mg2Ni6O24,Pr,,,Mg,Ni,,O,4,0,-2.20161970146
Pr8Mg2Sc6O24,Pr,,,Mg,Sc,,O,4,82.2953901789,-2.86370957396
Pr8Mg2Ti6O24,Pr,,,Mg,Ti,,O,4,0,-2.80649285446
Pr8Mg2V6O24,Pr,,,Mg,V,,O,4,0,-2.78632463396
Pr8Mg4Co4O24,Pr,,,Mg,Co,,O,4,0,-2.32449107171
Pr8Mg4Cr4O24,Pr,,,Mg,Cr,,O,4,0,-2.64418810221
Pr8Mg4Fe4O24,Pr,,,Mg,Fe,,O,4,0,-2.50172096321
Pr8Mg4Ga4O24,Pr,,,Mg,Ga,,O,4,157.158326358,-2.22649943071
Pr8Mg4Mn4O24,Pr,,,Mg,Mn,,O,4,0,-2.58996311334
Pr8Mg4Ni4O24,Pr,,,Mg,Ni,,O,4,0,-2.28513050921
Pr8Mg4Sc4O24,Pr,,,Mg,Sc,,O,4,140.515009858,-2.63973467421
Pr8Mg4Ti4O24,Pr,,,Mg,Ti,,O,4,5.435506125,-2.81369027787
Pr8Mg4V4O24,Pr,,,Mg,V,,O,4,0,-2.74832696421
Pr8Mn1Co7O24,Pr,,,Mn,Co,,O,4,26.2303387536,-1.81572102912
Pr8Mn1Cr7O24,Pr,,,Mn,Cr,,O,4,0,-2.27331470749
Pr8Mn1Fe7O24,Pr,,,Mn,Fe,,O,4,48.100167774,-2.04950702674
Pr8Mn1Ga7O24,Pr,,,Mn,Ga,,O,4,54.666157524,-2.20763546987
Pr8Mn1Ni7O24,Pr,,,Mn,Ni,,O,4,91.3449974628,-1.57541354474
Pr8Mn1V7O24,Pr,,,Mn,V,,O,4,7.56564178181,-2.34034284099
Pr8Mn2Co6O24,Pr,,,Mn,Co,,O,4,29.3008151019,-1.86018928952
Pr8Mn2Cr6O24,Pr,,,Mn,Cr,,O,4,0,-2.24728633527
Pr8Mn2Fe6O24,Pr,,,Mn,Fe,,O,4,50.948668548,-2.05767500177
Pr8Mn2Ga6O24,Pr,,,Mn,Ga,,O,4,58.736874048,-2.19105345302
Pr8Mn2Ni6O24,Pr,,,Mn,Ni,,O,4,60.7251297098,-1.67859969577
Pr8Mn2V6O24,Pr,,,Mn,V,,O,4,35.6929084386,-2.30371012827
Pr8Mn4Co4O24,Pr,,,Mn,Co,,O,4,0,-1.98915206034
Pr8Mn4Cr4O24,Pr,,,Mn,Cr,,O,4,21.517473096,-2.19771309084
Pr8Mn4Fe4O24,Pr,,,Mn,Fe,,O,4,52.054920096,-2.07860170184
Pr8Mn4Ga4O24,Pr,,,Mn,Ga,,O,4,58.332307096,-2.16643541934
Pr8Mn4Ni4O24,Pr,,,Mn,Ni,,O,4,0,-1.88632849784
Pr8Mn4V4O24,Pr,,,Mn,V,,O,4,42.187522471,-2.25719395284
Pr8Mn6Co2O24,Pr,,,Mn,Co,,O,4,45.2879704953,-2.03435708116
Pr8Mn6Cr2O24,Pr,,,Mn,Cr,,O,4,31.351448144,-2.16562509641
Pr8Mn6Fe2O24,Pr,,,Mn,Fe,,O,4,44.324421644,-2.10836515191
Pr8Mn6Ni2O24,Pr,,,Mn,Ni,,O,4,18.9559086979,-2.01063404991
Pr8Mn7Co1O24,Pr,,,Mn,Co,,O,4,41.2956968437,-2.08588809157
Pr8Mn7Cr1O24,Pr,,,Mn,Cr,,O,4,34.251060668,-2.1515984742
Pr8Mn7Fe1O24,Pr,,,Mn,Fe,,O,4,40.760422418,-2.12294562695
Pr8Mn7Ni1O24,Pr,,,Mn,Ni,,O,4,65.031540945,-2.03712470095
Pr8Mn8O24,Pr,,,Mn,,,O,3,39.207923192,-2.13551460198
Pr8Ni8O24,Pr,,,Ni,,,O,3,120.596615216,-1.47359564371
Pr8Sc4Co4O24,Pr,,,Sc,Co,,O,4,42.9040664526,-2.41018237121
Pr8Sc4Cr4O24,Pr,,,Sc,Cr,,O,4,0,-2.69637565171
Pr8Sc4Fe4O24,Pr,,,Sc,Fe,,O,4,28.72421875,-2.57045126271
Pr8Sc4Mn4O24,Pr,,,Sc,Mn,,O,4,51.950721846,-2.59129066284
Pr8Sc4Ni4O24,Pr,,,Sc,Ni,,O,4,110.716942858,-2.24225930871
Pr8Sc6Co2O24,Pr,,,Sc,Co,,O,4,36.3567934763,-2.74606654746
Pr8Sc6Cr2O24,Pr,,,Sc,Cr,,O,4,10.352771125,-2.88940206271
Pr8Sc6Fe2O24,Pr,,,Sc,Fe,,O,4,27.595994625,-2.82787186821
Pr8Sc6Mn2O24,Pr,,,Sc,Mn,,O,4,42.749246173,-2.83475156827
Pr8Sc6Ni2O24,Pr,,,Sc,Ni,,O,4,71.6777316789,-2.66069051621
Pr8Sc7Co1O24,Pr,,,Sc,Co,,O,4,31.1645319882,-2.91592726058
Pr8Sc7Cr1O24,Pr,,,Sc,Cr,,O,4,17.6733958125,-2.98808414321
Pr8Sc7Fe1O24,Pr,,,Sc,Fe,,O,4,25.7130075625,-2.95790104596
Pr8Sc7Mn1O24,Pr,,,Sc,Mn,,O,4,33.6737583365,-2.96095677099
Pr8Sc7Ni1O24,Pr,,,Sc,Ni,,O,4,47.2433760895,-2.87482086996
Pr8Sc8O24,Pr,,,Sc,,,O,3,23.6410205,-3.08811922371
Pr8Ti4Co4O24,Pr,,,Ti,Co,,O,4,14.001149625,-2.45701072487
Pr8Ti4Cr4O24,Pr,,,Ti,Cr,,O,4,49.4252902917,-2.54704675537
Pr8Ti4Fe4O24,Pr,,,Ti,Fe,,O,4,19.808604625,-2.51895261637
Pr8Ti4Mn4O24,Pr,,,Ti,Mn,,O,4,35.728066221,-2.56935676651
Pr8Ti4Ni4O24,Pr,,,Ti,Ni,,O,4,23.228189125,-2.36862416237
Pr8Ti6Co2O24,Pr,,,Ti,Co,,O,4,137.881939187,-2.62495682796
Pr8Ti6Cr2O24,Pr,,,Ti,Cr,,O,4,95.4966739375,-2.66734209321
Pr8Ti6Fe2O24,Pr,,,Ti,Fe,,O,4,105.442368438,-2.65739639871
Pr8Ti6Mn2O24,Pr,,,Ti,Mn,,O,4,80.6894183685,-2.68214934877
Pr8Ti6Ni2O24,Pr,,,Ti,Ni,,O,4,178.137720437,-2.58470104671
Pr8Ti7Co1O24,Pr,,,Ti,Co,,O,4,94.0584551875,-2.6882803795
Pr8Ti7Cr1O24,Pr,,,Ti,Cr,,O,4,57.6088494687,-2.71438826212
Pr8Ti7Fe1O24,Pr,,,Ti,Fe,,O,4,85.8908576875,-2.69784191487
Pr8Ti7Mn1O24,Pr,,,Ti,Mn,,O,4,68.9092871406,-2.70867838991
Pr8Ti7Ni1O24,Pr,,,Ti,Ni,,O,4,125.215369688,-2.65986998887
Pr8Ti8O24,Pr,,,Ti,,,O,3,32.611025,-2.74854443104
Pr8V4Co4O24,Pr,,,V,Co,,O,4,69.00741775,-2.12438316121
Pr8V4Cr4O24,Pr,,,V,Cr,,O,4,0,-2.32960919171
Pr8V4Fe4O24,Pr,,,V,Fe,,O,4,26.1974495,-2.20106780271
Pr8V4Ni4O24,Pr,,,V,Ni,,O,4,103.74396875,-2.05006684871
Pr8V6Co2O24,Pr,,,V,Co,,O,4,54.0607889219,-2.23871760746
Pr8V6Cr2O24,Pr,,,V,Cr,,O,4,0,-2.35102987271
Pr8V6Fe2O24,Pr,,,V,Fe,,O,4,5.20671817187,-2.28757167821
Pr8V6Ni2O24,Pr,,,V,Ni,,O,4,73.7535701719,-2.21902482621
Pr8V7Co1O24,Pr,,,V,Co,,O,4,11.2780820234,-2.31331808058
Pr8V7Cr1O24,Pr,,,V,Cr,,O,4,0,-2.36234971321
Pr8V7Fe1O24,Pr,,,V,Fe,,O,4,0,-2.32858436596
Pr8V7Ni1O24,Pr,,,V,Ni,,O,4,44.5467226484,-2.28004943996
Pr8V8O24,Pr,,,V,,,O,3,0,-2.38493530371
Sm2Y6Co8O24,Sm,Y,,Co,,,O,4,53.285630874,-1.84441971571
Sm2Y6Cr8O24,Sm,Y,,Cr,,,O,4,9.31924846875,-2.38158327671
Sm2Y6Fe8O24,Sm,Y,,Fe,,,O,4,29.915706625,-2.11741449871
Sm2Y6Ga8O24,Sm,Y,,Ga,,,O,4,77.2377140833,-2.30376618371
Sm2Y6Mn8O24,Sm,Y,,Mn,,,O,4,42.385498067,-2.20969979898
Sm2Y6Ni8O24,Sm,Y,,Ni,,,O,4,82.5826336845,-1.61490234071
Sm2Y6Sc8O24,Sm,Y,,Sc,,,O,4,30.5960387812,-3.15695417071
Sm2Y6Ti8O24,Sm,Y,,Ti,,,O,4,45.3272820625,-2.83651262804
Sm2Y6V8O24,Sm,Y,,V,,,O,4,0,-2.51320700071
Sm4Y4Co8O24,Sm,Y,,Co,,,O,4,49.4793928427,-1.83481228271
Sm4Y4Cr8O24,Sm,Y,,Cr,,,O,4,2.5504414375,-2.36698134371
Sm4Y4Fe8O24,Sm,Y,,Fe,,,O,4,37.78468525,-2.10379231571
Sm4Y4Ga8O24,Sm,Y,,Ga,,,O,4,82.9015441667,-2.28989250071
Sm4Y4Mn8O24,Sm,Y,,Mn,,,O,4,44.4093612753,-2.19668336598
Sm4Y4Ni8O24,Sm,Y,,Ni,,,O,4,75.6793956532,-1.60839190771
Sm4Y4Sc8O24,Sm,Y,,Sc,,,O,4,31.2618671875,-3.14482173771
Sm4Y4Ti8O24,Sm,Y,,Ti,,,O,4,50.027518125,-2.82464044504
Sm4Y4V8O24,Sm,Y,,V,,,O,4,0,-2.50691356771
Sm8Fe8O24,Sm,,,Fe,,,O,3,272.8043925,-1.85726619971
Sn4Pr4Ni8O24,Sn,Pr,,Ni,,,O,4,232.454010858,-1.05647579271
Sr2La6Co8O24,Sr,La,,Co,,,O,4,33.1384553579,-1.69704172483
Sr2La6Cr8O24,Sr,La,,Cr,,,O,4,0,-2.27854553583
Sr2La6Fe8O24,Sr,La,,Fe,,,O,4,0,-2.03239475783
Sr2La6Ga8O24,Sr,La,,Ga,,,O,4,75.3897667571,-2.17113044283
Sr2La6Mn8O24,Sr,La,,Mn,,,O,4,32.1439513587,-2.08670980811
Sr2La6Ni8O24,Sr,La,,Ni,,,O,4,155.792869145,-1.36473959983
Sr2La6Sc8O24,Sr,La,,Sc,,,O,4,11.9314874914,-3.02382592983
Sr2La6Ti8O24,Sr,La,,Ti,,,O,4,7.37896698611,-2.85717363716
Sr2La6V8O24,Sr,La,,V,,,O,4,29.1224504136,-2.38122775983
Sr2Pr6Co8O24,Sr,Pr,,Co,,,O,4,38.1465154829,-1.63877952621
Sr2Pr6Cr8O24,Sr,Pr,,Cr,,,O,4,12.1655324167,-2.16176933721
Sr2Pr6Fe8O24,Sr,Pr,,Fe,,,O,4,48.3755925539,-1.91399805921
Sr2Pr6Ga8O24,Sr,Pr,,Ga,,,O,4,135.991885163,-2.05214999421
Sr2Pr6Mn8O24,Sr,Pr,,Mn,,,O,4,28.249643567,-2.03445660948
Sr2Pr6Ni8O24,Sr,Pr,,Ni,,,O,4,152.42942927,-1.31484890121
Sr2Pr6Sc8O24,Sr,Pr,,Sc,,,O,4,63.3172566164,-2.91840498121
Sr2Pr6Ti8O24,Sr,Pr,,Ti,,,O,4,0,-2.78204068854
Sr2Pr6V8O24,Sr,Pr,,V,,,O,4,0,-2.31145281121
Sr2Y6Co8O24,Sr,Y,,Co,,,O,4,72.6725203579,-1.69178331121
Sr2Y6Cr8O24,Sr,Y,,Cr,,,O,4,61.119531625,-2.21891162221
Sr2Y6Fe8O24,Sr,Y,,Fe,,,O,4,49.2018258039,-1.96304134421
Sr2Y6Ga8O24,Sr,Y,,Ga,,,O,4,152.154945491,-2.10888177921
Sr2Y6Mn8O24,Sr,Y,,Mn,,,O,4,48.240040192,-2.07823564448
Sr2Y6Ni8O24,Sr,Y,,Ni,,,O,4,123.233184145,-1.43157493621
Sr2Y6Sc8O24,Sr,Y,,Sc,,,O,4,80.1722752414,-2.97123076621
Sr2Y6Ti8O24,Sr,Y,,Ti,,,O,4,33.46241925,-2.82889972354
Sr2Y6V8O24,Sr,Y,,V,,,O,4,0,-2.41726259621
Sr4Ba4Co4Ni4O24,Sr,Ba,,Co,Ni,,O,5,220.161511037,-0.982426623206
Sr4Ba4Co6Ni2O24,Sr,Ba,,Co,Ni,,O,5,170.627480966,-1.08976865446
Sr4Ba4Co7Ni1O24,Sr,Ba,,Co,Ni,,O,5,155.694636864,-1.12972904508
Sr4Ba4Fe1Co7O24,Sr,Ba,,Fe,Co,,O,5,129.607779576,-1.21400047108
Sr4Ba4Fe1Ni7O24,Sr,Ba,,Fe,Ni,,O,5,237.99271494,-0.866270486706
Sr4Ba4Fe2Co6O24,Sr,Ba,,Fe,Co,,O,5,118.103266388,-1.25866200646
Sr4Ba4Fe2Ni6O24,Sr,Ba,,Fe,Ni,,O,5,223.816699449,-0.950203412706
Sr4Ba4Mn1Co7O24,Sr,Ba,,Mn,Co,,O,5,126.700822407,-1.23649569612
Sr4Ba4Mn1Ni7O24,Sr,Ba,,Mn,Ni,,O,5,255.478983068,-0.87219246174
Sr4Ba4Mn2Co6O24,Sr,Ba,,Mn,Co,,O,5,130.390352052,-1.28555145652
Sr4Ba4Mn2Ni6O24,Sr,Ba,,Mn,Ni,,O,5,233.810235705,-0.987026362775
Sr4Ba4Mn4Co4O24,Sr,Ba,,Mn,Co,,O,5,133.95472581,-1.38268647734
Sr4Ba4Mn4Ni4O24,Sr,Ba,,Mn,Ni,,O,5,199.00234553,-1.20102116484
Sr4Ba4Mn6Co2O24,Sr,Ba,,Mn,Co,,O,5,141.535229704,-1.47431999816
Sr4Ba4Mn6Fe2O24,Sr,Ba,,Mn,Fe,,O,5,122.431670219,-1.55326981891
Sr4Ba4Mn6Ni2O24,Sr,Ba,,Mn,Ni,,O,5,177.752167907,-1.38804796691
Sr4Ba4Mn7Co1O24,Sr,Ba,,Mn,Co,,O,5,144.708712621,-1.51637825857
Sr4Ba4Mn7Fe1O24,Sr,Ba,,Mn,Fe,,O,5,129.342617445,-1.56146529395
Sr4Ba4Mn7Ni1O24,Sr,Ba,,Mn,Ni,,O,5,156.136056722,-1.47992336795
Sr4Ba4Ni4Co4O24,Sr,Ba,,Ni,Co,,O,5,222.246511037,-0.980341623206
Sr4Ba4Ni6Co2O24,Sr,Ba,,Ni,Co,,O,5,273.613179324,-0.867818091956
Sr4Ba4Ni7Co1O24,Sr,Ba,,Ni,Co,,O,5,267.340579878,-0.820628201331
Sr4Ca4Co4Ni4O24,Sr,Ca,,Co,Ni,,O,5,247.005095074,-1.00440965221
Sr4Ca4Co6Ni2O24,Sr,Ca,,Co,Ni,,O,5,208.659156871,-1.09281068346
Sr4Ca4Co7Ni1O24,Sr,Ca,,Co,Ni,,O,5,166.21281277,-1.16028457408
Sr4Ca4Co8O24,Sr,Ca,,Co,,,O,4,145.310468668,-1.20621446471
Sr4Ca4Fe1Co7O24,Sr,Ca,,Fe,Co,,O,5,143.517205481,-1.24116475008
Sr4Ca4Fe1Ni7O24,Sr,Ca,,Fe,Ni,,O,5,317.205543003,-0.880811515706
Sr4Ca4Fe2Co6O24,Sr,Ca,,Fe,Co,,O,5,156.185442293,-1.26165353546
Sr4Ca4Fe2Ni6O24,Sr,Ca,,Fe,Ni,,O,5,298.525792574,-0.965058441706
Sr4Ca4Fe4Co4O24,Sr,Ca,,Fe,Co,,O,5,144.111165918,-1.34004185621
Sr4Ca4Fe4Ni4O24,Sr,Ca,,Fe,Ni,,O,5,244.717542324,-1.13932529371
Sr4Ca4Fe6Co2O24,Sr,Ca,,Fe,Co,,O,5,141.96565963,-1.40694417696
Sr4Ca4Fe6Ni2O24,Sr,Ca,,Fe,Ni,,O,5,191.31459627,-1.31007689571
Sr4Ca4Fe7Co1O24,Sr,Ca,,Fe,Co,,O,5,140.364781485,-1.44092346233
Sr4Ca4Fe7Ni1O24,Sr,Ca,,Fe,Ni,,O,5,163.497124024,-1.39530032171
Sr4Ca4Fe8O24,Sr,Ca,,Fe,,,O,4,138.582903341,-1.47508374771
Sr4Ca4Mn1Co7O24,Sr,Ca,,Mn,Co,,O,5,130.558998313,-1.27371122512
Sr4Ca4Mn1Fe7O24,Sr,Ca,,Mn,Fe,,O,5,137.369484955,-1.49530147274
Sr4Ca4Mn1Ni7O24,Sr,Ca,,Mn,Ni,,O,5,323.63415062,-0.89483749074
Sr4Ca4Mn2Co6O24,Sr,Ca,,Mn,Co,,O,5,149.647777957,-1.30736773552
Sr4Ca4Mn2Fe6O24,Sr,Ca,,Mn,Fe,,O,5,135.369316569,-1.51630594777
Sr4Ca4Mn2Ni6O24,Sr,Ca,,Mn,Ni,,O,5,305.414507809,-0.999078891775
Sr4Ca4Mn4Co4O24,Sr,Ca,,Mn,Co,,O,5,140.265181764,-1.41291250634
Sr4Ca4Mn4Fe4O24,Sr,Ca,,Mn,Fe,,O,5,121.692419186,-1.56099889784
Sr4Ca4Mn4Ni4O24,Sr,Ca,,Mn,Ni,,O,5,240.576558169,-1.21249094384
Sr4Ca4Mn6Co2O24,Sr,Ca,,Mn,Co,,O,5,141.921101323,-1.50586402716
Sr4Ca4Mn6Fe2O24,Sr,Ca,,Mn,Fe,,O,5,131.977595034,-1.58056434791
Sr4Ca4Mn6Ni2O24,Sr,Ca,,Mn,Ni,,O,5,185.807039526,-1.41192299591
Sr4Ca4Mn7Co1O24,Sr,Ca,,Mn,Co,,O,5,154.641811103,-1.54044703757
Sr4Ca4Mn7Fe1O24,Sr,Ca,,Mn,Fe,,O,5,135.408932958,-1.59205832295
Sr4Ca4Mn7Ni1O24,Sr,Ca,,Mn,Ni,,O,5,159.401405204,-1.51065989695
Sr4Ca4Mn8O24,Sr,Ca,,Mn,,,O,4,136.808520882,-1.60558404798
Sr4Ca4Ni4Co4O24,Sr,Ca,,Ni,Co,,O,5,250.995845074,-1.00041890221
Sr4Ca4Ni6Co2O24,Sr,Ca,,Ni,Co,,O,5,315.514875145,-0.878091870956
Sr4Ca4Ni7Co1O24,Sr,Ca,,Ni,Co,,O,5,329.042834288,-0.833985480331
Sr4Ca4Ni8O24,Sr,Ca,,Ni,,,O,4,335.321293431,-0.797128589706
Sr4Ca4V8O24,Sr,Ca,,V,,,O,4,66.9909409167,-2.09705749971
